brushing_frequency,flossing_frequency,sugary_food_frequency,gum_bleeding,dental_visits,brushing_duration,consistency_score,assessment_score,risk_level
2,5,4,0,0,3.0,57.5,61.6,High Risk
2,4,1,0,1,3.5,87.1,84.1,Low Risk
3,4,0,0,0,3.4,50.7,93.0,Low Risk
1,5,2,0,1,4.2,59.0,69.0,Medium Risk
2,1,4,0,1,3.4,53.5,48.4,High Risk
1,0,2,0,2,3.6,73.9,47.7,High Risk
3,5,2,0,1,3.8,45.0,94.5,Low Risk
1,4,6,0,2,4.7,75.0,54.5,High Risk
1,1,2,0,1,1.8,91.5,39.5,High Risk
1,3,1,0,2,3.8,76.5,69.3,Medium Risk
1,1,0,1,2,3.4,82.5,47.8,High Risk
2,0,1,1,4,3.7,69.0,62.6,High Risk
2,7,1,0,1,2.4,46.5,86.4,Low Risk
3,4,3,0,0,4.2,81.5,87.4,Medium Risk
2,3,1,0,2,2.9,57.0,76.0,Medium Risk
2,2,1,0,1,2.2,67.4,63.3,High Risk
2,3,1,1,1,3.5,82.6,63.4,High Risk
1,0,0,0,1,2.0,69.0,42.4,High Risk
2,2,1,0,1,1.6,48.4,56.9,High Risk
1,0,1,1,4,3.5,89.1,49.4,High Risk
2,6,3,0,2,3.4,90.1,88.9,Medium Risk
3,4,0,0,1,2.5,41.7,91.3,Low Risk
2,3,1,0,1,1.5,76.2,65.4,High Risk
3,2,1,0,1,1.1,87.0,74.7,Medium Risk
2,4,5,0,0,2.5,67.3,50.1,High Risk
1,6,3,0,3,3.1,82.0,75.9,Medium Risk
2,0,3,0,1,1.5,52.7,36.9,High Risk
1,3,1,0,4,4.9,52.2,82.2,Medium Risk
1,3,0,0,1,2.5,50.6,57.6,High Risk
1,3,1,1,3,4.2,94.5,64.4,Medium Risk
0,3,2,0,1,4.1,93.6,48.6,High Risk
2,0,4,0,3,2.2,53.8,46.3,High Risk
1,4,0,0,1,4.7,52.3,76.0,Medium Risk
2,0,1,0,3,3.6,40.2,67.6,Medium Risk
2,2,2,0,1,1.9,73.5,57.4,High Risk
3,5,0,1,2,3.8,47.7,95.0,Low Risk
1,0,3,0,0,4.9,40.3,35.4,High Risk
0,0,2,0,1,3.1,87.5,26.7,High Risk
3,0,1,0,0,2.8,40.8,62.9,High Risk
3,0,0,0,2,2.2,72.9,79.1,Medium Risk
3,0,3,0,2,4.1,75.7,76.0,Medium Risk
2,4,5,0,1,1.4,62.9,47.8,High Risk
3,3,3,0,0,4.2,82.6,82.6,Medium Risk
1,5,2,0,2,1.5,60.3,58.0,High Risk
2,1,0,0,1,4.0,85.8,76.9,Medium Risk
3,3,7,0,3,2.9,56.8,65.9,Medium Risk
1,4,6,0,4,3.3,94.6,59.0,High Risk
2,3,3,1,1,3.6,43.6,48.1,High Risk
1,2,3,0,0,2.7,86.4,39.2,High Risk
2,7,4,1,0,2.2,74.0,54.3,High Risk
2,2,2,0,1,3.6,91.4,70.3,Medium Risk
3,4,0,0,0,1.8,92.5,89.7,Low Risk
3,4,3,0,1,1.3,41.9,69.1,Medium Risk
3,4,1,0,1,3.2,73.6,95.2,Low Risk
2,6,2,0,1,1.3,58.2,71.5,Low Risk
2,0,0,0,1,2.2,84.8,60.9,High Risk
3,2,2,0,1,2.2,70.7,73.8,Medium Risk
2,4,3,1,0,3.9,47.7,50.6,High Risk
1,7,4,0,2,2.3,63.0,63.2,High Risk
2,4,0,1,2,2.1,60.7,66.7,Medium Risk
3,3,0,0,1,1.6,93.6,88.6,Low Risk
2,2,6,1,1,2.7,46.5,23.2,High Risk
2,3,2,1,1,3.4,89.3,58.8,High Risk
2,4,1,1,1,2.5,53.5,58.0,High Risk
3,1,0,0,0,2.4,72.4,75.3,Medium Risk
1,4,3,0,3,2.9,57.8,61.1,High Risk
3,6,2,0,0,1.1,45.2,78.4,Medium Risk
2,1,1,0,2,1.6,84.2,62.2,High Risk
1,1,1,0,1,2.1,63.3,42.1,High Risk
1,1,1,1,2,2.7,63.9,35.8,High Risk
2,4,0,0,3,2.7,50.6,88.8,Low Risk
2,3,0,0,1,2.4,80.8,76.5,Medium Risk
2,0,2,1,1,4.8,73.8,49.9,High Risk
1,2,2,1,1,2.9,66.7,32.4,High Risk
1,0,1,0,3,3.4,70.8,56.0,High Risk
1,0,0,0,1,3.5,88.4,54.3,High Risk
0,1,2,0,2,2.3,48.2,26.0,High Risk
3,2,3,0,0,2.8,77.7,68.5,Medium Risk
2,4,3,0,4,1.3,71.9,73.6,Medium Risk
2,3,2,0,3,1.3,46.4,64.8,Medium Risk
2,4,3,1,1,1.7,91.5,48.9,High Risk
3,5,2,1,1,4.4,48.4,83.7,Medium Risk
2,2,1,0,0,2.4,94.8,63.6,High Risk
2,1,2,0,1,1.6,51.5,47.3,High Risk
2,2,2,0,0,4.0,56.0,62.4,High Risk
1,7,4,0,0,3.9,62.8,62.8,High Risk
3,1,0,0,2,2.4,61.7,83.7,Medium Risk
2,0,1,0,3,5.0,81.7,82.3,Medium Risk
2,5,1,0,3,1.9,76.3,87.8,Low Risk
2,3,1,0,1,3.9,61.0,77.6,Medium Risk
3,1,3,0,2,4.0,48.0,76.2,Medium Risk
2,2,5,1,1,4.8,70.8,44.4,High Risk
1,2,2,0,1,3.8,73.2,53.8,High Risk
2,1,1,0,4,3.4,51.0,78.1,Medium Risk
3,0,2,0,1,1.2,44.9,53.9,High Risk
3,6,4,1,1,2.4,74.0,70.5,Medium Risk
1,1,6,0,0,1.2,45.6,4.0,High Risk
2,4,1,0,2,1.0,53.4,69.0,Low Risk
2,0,1,0,1,4.3,65.6,65.6,High Risk
3,3,1,0,0,3.7,45.1,84.0,Medium Risk
2,0,7,0,1,1.6,54.6,17.8,High Risk
2,5,4,0,1,1.9,91.3,65.1,Medium Risk
3,5,0,0,4,2.6,83.5,100.0,Low Risk
3,4,2,0,3,3.7,75.4,100.0,Low Risk
0,6,2,0,3,2.0,66.3,56.9,High Risk
2,7,2,0,0,1.2,77.9,73.9,Medium Risk
2,0,2,0,1,2.2,51.2,45.9,High Risk
1,4,1,1,1,3.8,73.3,53.8,High Risk
2,4,3,1,0,4.3,44.0,52.4,High Risk
2,0,2,0,1,2.0,54.9,45.2,High Risk
2,4,4,0,0,3.6,59.2,60.5,High Risk
1,4,5,1,1,1.8,87.4,23.9,High Risk
2,0,2,0,3,2.4,65.4,59.2,High Risk
2,1,3,0,0,2.0,85.2,44.8,High Risk
2,6,4,1,0,3.7,63.4,56.7,High Risk
2,5,1,1,0,1.8,72.0,56.6,High Risk
3,1,3,0,0,4.0,55.3,67.3,High Risk
3,0,3,0,2,3.9,56.9,71.9,Medium Risk
3,1,3,0,2,4.2,90.2,83.7,Medium Risk
3,4,3,0,2,2.9,62.6,86.8,Medium Risk
2,0,3,0,2,3.4,46.5,52.4,High Risk
3,0,1,0,2,3.0,93.9,82.1,Medium Risk
0,4,1,0,0,3.4,85.7,48.3,High Risk
3,3,1,0,1,2.4,42.4,80.8,Medium Risk
2,4,3,0,0,4.7,94.9,77.4,Medium Risk
3,2,3,0,0,4.2,82.3,77.5,Medium Risk
2,4,3,0,1,4.0,52.0,71.8,Medium Risk
2,0,3,0,1,2.4,86.9,47.4,High Risk
2,2,3,0,1,2.3,49.0,51.1,High Risk
2,0,2,0,1,4.1,47.8,56.8,High Risk
2,3,2,0,1,3.4,76.8,71.9,Medium Risk
2,2,0,1,2,2.7,82.7,63.6,Medium Risk
3,3,0,0,4,5.0,78.2,100.0,Low Risk
2,6,2,0,4,2.0,91.0,95.7,Low Risk
2,2,1,1,1,2.0,70.4,47.6,High Risk
2,3,2,0,3,2.9,63.8,77.0,Medium Risk
2,3,0,0,1,3.2,63.9,78.8,Medium Risk
2,4,3,0,1,2.4,85.2,67.2,Medium Risk
1,3,2,0,1,4.6,44.8,59.3,High Risk
0,7,3,0,1,4.5,94.7,66.2,Medium Risk
3,7,2,0,0,3.2,41.8,95.5,Low Risk
1,2,2,1,2,3.2,66.5,39.2,High Risk
0,7,1,0,3,1.8,88.2,69.0,Medium Risk
2,5,3,0,0,3.4,41.5,66.6,High Risk
3,1,3,0,0,4.1,73.6,70.6,Medium Risk
3,0,6,0,2,4.2,56.0,58.6,High Risk
3,1,2,0,1,4.7,90.4,86.8,Medium Risk
3,2,2,0,1,3.0,78.2,79.7,Medium Risk
2,3,4,0,1,3.9,55.8,61.8,High Risk
3,5,7,0,4,1.7,45.4,72.0,Medium Risk
2,4,0,0,0,4.9,44.7,86.1,Medium Risk
2,4,0,0,3,4.8,41.3,100.0,Low Risk
1,6,3,0,1,4.5,48.4,69.3,High Risk
1,4,3,0,4,4.6,40.5,73.7,Medium Risk
3,4,1,0,0,2.1,49.0,79.9,Medium Risk
3,2,2,0,1,1.9,51.1,69.1,Medium Risk
2,6,6,0,0,2.7,70.7,56.8,High Risk
2,2,0,1,1,4.7,42.9,64.6,High Risk
3,7,2,0,3,2.5,42.2,100.0,Low Risk
2,2,2,0,1,4.1,91.1,73.3,Medium Risk
2,2,4,1,2,1.1,58.8,30.4,High Risk
2,3,4,0,3,3.5,42.6,67.4,High Risk
0,0,4,1,1,3.4,77.0,1.9,High Risk
2,4,2,0,0,2.6,45.9,62.5,High Risk
3,4,3,0,2,2.5,45.7,81.9,Medium Risk
2,0,3,0,2,1.6,45.0,41.4,High Risk
2,2,1,0,2,2.8,58.2,70.5,Medium Risk
1,4,4,0,1,3.3,60.4,48.9,High Risk
3,1,4,1,1,3.6,53.4,49.6,High Risk
2,7,5,0,2,2.2,66.8,73.2,Medium Risk
2,1,3,0,2,3.3,74.4,61.0,High Risk
2,0,7,1,0,1.4,79.0,0.2,High Risk
0,4,3,0,0,2.4,83.0,31.8,High Risk
2,0,2,0,3,3.3,94.0,68.9,Medium Risk
3,1,3,1,1,3.7,94.0,61.3,High Risk
2,0,1,1,3,3.2,58.5,53.0,High Risk
3,1,4,0,2,1.1,67.5,56.7,High Risk
2,6,2,1,4,2.0,66.7,77.0,Medium Risk
2,6,4,0,2,4.2,61.8,84.5,Medium Risk
2,5,1,0,1,2.5,48.4,77.3,Low Risk
1,1,2,0,0,3.9,63.4,42.9,High Risk
2,5,2,0,1,1.4,80.8,70.5,Low Risk
1,3,0,0,3,2.2,72.3,69.0,Medium Risk
3,0,2,0,2,4.4,70.7,82.0,Medium Risk
3,4,6,0,3,3.4,44.6,77.1,Medium Risk
2,2,1,0,2,4.5,86.6,85.0,Medium Risk
2,3,4,0,4,2.7,70.0,71.7,Medium Risk
1,5,0,1,2,3.6,91.0,70.2,Medium Risk
3,6,1,0,1,1.9,88.9,99.7,Low Risk
1,0,2,0,2,2.1,61.2,36.8,High Risk
3,4,1,0,1,3.0,91.1,96.7,Low Risk
1,1,1,0,4,1.5,83.8,56.6,High Risk
2,2,4,0,1,1.9,80.9,48.5,High Risk
2,4,0,0,0,1.8,82.5,73.2,Medium Risk
2,4,3,0,1,4.8,53.9,76.9,Medium Risk
3,0,1,1,2,3.2,56.4,62.7,High Risk
1,0,4,1,3,2.0,72.1,17.8,High Risk
2,4,2,0,1,4.7,49.1,80.6,Low Risk
2,3,4,0,4,4.9,90.2,87.9,Medium Risk
2,6,2,1,2,4.7,81.0,85.4,Medium Risk
0,0,2,0,3,4.2,56.5,38.7,High Risk
2,6,3,0,2,1.8,74.9,77.0,Medium Risk
3,3,1,0,3,4.4,67.4,100.0,Low Risk
1,6,0,0,1,1.6,81.2,71.8,Medium Risk
2,3,3,0,1,1.8,52.3,53.6,High Risk
2,3,1,0,2,2.8,59.3,75.7,Medium Risk
2,6,2,0,3,4.2,83.1,100.0,Low Risk
2,2,0,0,1,2.1,71.4,68.3,High Risk
2,2,1,0,2,2.6,47.3,67.7,Medium Risk
2,2,3,0,2,3.6,43.6,63.1,Medium Risk
2,1,2,1,2,2.2,91.4,46.9,High Risk
1,7,1,0,0,4.5,71.4,82.7,Medium Risk
2,1,4,1,3,2.2,42.3,34.5,High Risk
1,3,2,0,1,1.6,56.1,43.0,High Risk
2,0,2,0,1,2.0,63.5,46.5,High Risk
0,3,0,0,2,2.4,82.6,51.8,High Risk
2,5,3,0,1,4.4,67.1,81.5,Medium Risk
3,3,2,0,1,3.0,66.9,83.0,Medium Risk
1,4,3,0,1,3.1,62.6,53.0,High Risk
2,2,2,1,1,4.4,67.6,56.5,High Risk
3,3,3,0,2,2.0,53.5,75.0,Medium Risk
2,2,3,0,1,2.2,74.0,54.3,High Risk
1,2,0,0,1,4.0,49.0,61.4,High Risk
2,2,3,0,2,2.0,55.2,55.3,High Risk
2,4,3,0,1,4.8,49.6,76.2,Medium Risk
2,2,2,0,0,1.1,54.7,44.8,High Risk
2,6,1,0,1,4.3,65.0,95.5,Low Risk
2,4,0,0,1,3.7,78.0,88.9,Low Risk
3,5,0,0,1,4.8,74.4,100.0,Low Risk
3,3,3,0,0,2.3,77.2,70.4,Medium Risk
3,6,3,0,1,2.5,40.9,86.1,Low Risk
0,0,1,0,1,1.4,80.5,20.5,High Risk
3,3,1,0,2,4.4,69.9,100.0,Low Risk
0,1,1,0,4,1.7,64.9,39.9,High Risk
2,7,4,0,4,2.8,49.2,89.2,Low Risk
3,4,0,0,1,1.1,40.1,82.6,Low Risk
1,0,1,0,0,1.6,43.6,26.1,High Risk
1,0,1,0,0,1.5,45.6,25.8,High Risk
0,3,1,0,2,3.7,72.1,53.0,High Risk
1,5,0,0,0,3.3,55.9,68.2,Medium Risk
3,0,3,0,0,4.2,58.0,63.9,High Risk
2,7,0,1,2,3.6,52.3,89.4,Medium Risk
1,5,3,1,1,3.1,83.6,46.1,High Risk
3,1,2,0,1,2.8,52.4,69.7,Medium Risk
2,3,2,0,2,4.4,93.0,85.4,Medium Risk
2,0,2,0,2,4.9,40.5,65.5,High Risk
3,6,2,0,3,1.3,60.4,96.9,Low Risk
2,4,3,0,0,3.1,60.8,62.7,High Risk
1,3,1,1,1,3.0,67.6,43.1,High Risk
2,0,3,0,3,1.5,67.0,49.0,High Risk
1,5,2,0,1,3.5,55.2,64.3,High Risk
1,5,1,0,2,4.1,55.4,77.9,Medium Risk
2,0,2,1,1,1.4,62.8,27.8,High Risk
2,0,7,0,0,2.2,46.8,15.2,High Risk
1,5,2,0,0,3.4,46.2,57.3,High Risk
3,1,2,0,1,2.6,72.7,71.5,Medium Risk
3,5,3,0,0,1.3,81.2,75.0,Medium Risk
0,1,3,0,2,3.2,61.2,28.4,High Risk
0,4,2,1,1,4.8,82.2,41.1,High Risk
1,6,2,0,0,2.3,82.7,61.2,High Risk
2,0,2,0,1,2.5,55.7,48.4,High Risk
1,0,3,0,2,4.2,90.8,48.8,High Risk
3,2,3,0,4,2.0,77.9,83.7,Medium Risk
2,5,1,1,1,4.0,75.3,75.3,Medium Risk
1,1,4,0,3,3.8,81.5,50.0,High Risk
2,0,2,0,2,2.3,44.7,50.5,High Risk
2,1,0,0,1,2.9,92.2,71.2,Medium Risk
3,4,7,0,2,2.4,75.8,65.8,High Risk
1,1,3,0,1,2.9,81.5,39.6,High Risk
2,6,4,0,4,4.5,57.4,95.6,Medium Risk
2,0,3,0,2,2.8,87.8,55.0,High Risk
3,1,2,0,1,4.9,49.8,81.9,Medium Risk
2,2,2,0,2,3.4,74.7,71.6,Medium Risk
2,4,1,1,0,2.3,93.6,57.8,High Risk
2,4,0,0,1,1.4,83.7,76.0,Low Risk
3,7,4,1,1,4.5,91.0,90.7,Medium Risk
2,2,1,0,1,3.1,61.7,67.9,High Risk
3,7,2,0,0,1.1,71.7,87.4,Low Risk
2,1,3,0,3,3.8,77.8,69.5,Medium Risk
2,2,1,1,2,1.1,59.7,45.6,High Risk
2,3,1,0,4,3.7,45.5,89.0,Medium Risk
0,0,2,1,0,1.2,75.4,0.0,High Risk
1,2,0,0,3,1.8,66.0,60.7,Medium Risk
3,0,0,1,4,2.7,77.3,77.8,Medium Risk
3,1,1,0,1,1.4,81.8,70.7,Medium Risk
3,1,0,0,3,4.0,57.9,97.7,Low Risk
3,2,4,0,3,4.8,70.2,89.3,Low Risk
2,4,5,0,1,4.9,64.4,69.1,High Risk
3,2,2,0,2,4.8,68.2,94.0,Medium Risk
0,3,4,1,4,2.6,67.2,25.7,High Risk
1,6,0,0,4,4.9,78.8,100.0,Low Risk
2,3,1,0,2,1.2,72.1,68.0,Medium Risk
3,4,2,0,1,1.6,78.9,81.4,Low Risk
3,0,2,0,4,2.2,52.5,76.1,Medium Risk
1,4,2,1,0,3.4,91.0,44.0,High Risk
2,6,1,0,2,4.5,85.9,100.0,Low Risk
2,7,2,0,2,2.7,53.4,89.2,Low Risk
2,4,6,1,2,1.0,77.6,32.6,High Risk
2,0,2,0,2,2.4,64.5,54.1,High Risk
2,2,1,1,0,1.6,66.7,39.6,High Risk
2,3,4,0,2,1.4,84.7,56.1,High Risk
3,0,5,0,0,2.0,40.1,38.0,High Risk
1,4,1,0,0,3.6,70.7,62.2,High Risk
2,7,3,0,1,4.2,91.9,94.0,Low Risk
3,0,2,0,1,4.5,40.9,73.1,Medium Risk
2,0,2,0,2,4.6,66.8,67.6,High Risk
2,0,2,0,2,5.0,41.4,66.2,High Risk
3,0,3,1,4,1.3,47.4,49.9,High Risk
2,2,0,0,2,5.0,61.9,89.3,Medium Risk
3,6,1,0,2,2.1,56.9,100.0,Low Risk
2,2,6,1,1,1.6,41.9,15.9,High Risk
1,1,5,0,1,2.9,58.9,26.2,High Risk
1,6,1,0,0,1.4,78.4,60.2,High Risk
2,7,2,0,1,2.3,80.4,85.9,Low Risk
2,1,2,0,1,1.6,53.2,47.6,High Risk
3,4,1,0,1,1.3,67.3,82.9,Low Risk
3,5,1,0,3,2.6,77.5,100.0,Low Risk
1,4,3,1,1,1.6,73.6,30.6,High Risk
1,0,2,1,4,2.3,86.8,36.8,High Risk
2,0,0,0,1,4.4,49.0,68.8,High Risk
2,2,3,0,1,1.4,49.2,45.8,High Risk
1,3,0,0,1,3.2,64.4,63.9,High Risk
2,1,2,0,0,4.3,77.4,62.4,High Risk
2,0,4,0,0,5.0,62.1,49.3,High Risk
2,0,3,0,4,3.2,88.3,67.4,High Risk
1,2,0,0,3,1.3,79.6,59.7,High Risk
2,0,3,1,0,1.9,70.6,22.0,High Risk
2,4,2,0,0,2.5,80.0,67.0,High Risk
3,3,2,0,1,3.0,42.1,79.3,Medium Risk
1,5,0,0,2,3.7,61.9,81.5,Medium Risk
2,5,7,0,0,2.2,90.0,46.7,High Risk
2,5,2,0,4,1.2,60.7,81.3,Low Risk
2,2,0,0,3,1.1,94.0,75.7,Medium Risk
3,0,5,1,1,1.4,65.4,28.2,High Risk
2,5,2,0,2,1.4,78.0,75.1,Low Risk
2,1,1,1,2,1.4,67.1,43.5,High Risk
1,4,2,1,2,4.7,78.1,59.9,High Risk
1,2,2,0,2,2.5,77.9,51.7,High Risk
1,3,1,0,2,2.5,57.1,58.6,High Risk
1,7,3,1,1,3.3,90.3,58.3,High Risk
2,0,5,0,2,4.6,75.6,53.9,High Risk
2,7,1,1,1,3.5,76.9,82.5,Medium Risk
2,4,1,0,1,2.0,84.8,74.7,Low Risk
1,4,0,0,1,4.5,84.2,79.6,Medium Risk
2,4,1,1,2,3.8,76.1,74.2,Medium Risk
2,4,2,1,2,3.6,86.8,69.6,Medium Risk
1,0,3,1,3,3.2,87.8,32.4,High Risk
2,0,2,0,0,2.3,64.4,43.5,High Risk
2,2,2,0,3,1.9,70.2,66.9,Medium Risk
1,0,4,0,1,4.6,71.0,38.2,High Risk
3,4,2,0,1,3.8,83.4,95.3,Low Risk
3,7,4,0,2,1.2,66.6,87.2,Low Risk
2,0,1,1,2,2.0,67.9,42.2,High Risk
2,0,1,0,1,4.0,51.4,61.7,High Risk
3,2,1,0,1,4.1,93.7,93.7,Medium Risk
2,0,2,0,4,1.1,45.6,53.4,High Risk
1,0,3,0,1,3.8,80.1,39.8,High Risk
2,1,0,1,1,4.1,84.4,62.3,High Risk
3,4,5,0,1,3.0,84.8,75.7,Medium Risk
3,2,4,0,3,3.1,67.2,78.7,Medium Risk
1,0,2,1,3,3.5,54.8,34.2,High Risk
2,5,2,0,1,1.2,52.8,65.1,Low Risk
2,0,3,0,3,3.4,66.8,60.4,High Risk
3,5,5,1,1,2.6,86.3,63.5,High Risk
2,3,3,1,1,2.8,50.2,44.3,High Risk
2,2,2,1,2,1.5,47.6,41.1,High Risk
1,4,3,0,1,3.4,67.9,55.6,High Risk
3,3,1,0,0,4.3,72.0,91.6,Medium Risk
3,0,0,0,1,1.8,79.9,72.8,Medium Risk
3,2,3,0,0,4.8,92.4,82.7,Medium Risk
2,5,3,1,0,1.5,90.3,47.5,High Risk
2,2,4,0,1,3.3,89.2,58.2,High Risk
2,3,1,0,2,1.2,87.0,70.2,Medium Risk
1,2,0,0,2,1.5,80.0,56.0,High Risk
1,1,2,0,3,4.0,79.8,61.0,High Risk
2,4,0,1,0,1.4,57.1,52.0,High Risk
2,3,2,0,0,2.3,75.0,60.0,High Risk
2,6,3,0,3,2.8,62.1,86.1,Medium Risk
2,3,4,0,2,4.2,52.9,68.1,High Risk
3,1,3,0,3,3.5,77.5,82.6,Medium Risk
2,3,3,0,3,2.4,85.0,72.2,Medium Risk
3,0,1,1,1,4.7,67.0,68.2,High Risk
3,4,1,1,0,3.8,60.4,76.9,Medium Risk
2,0,0,0,2,2.7,52.7,64.1,High Risk
2,0,1,0,2,2.0,84.2,59.6,High Risk
2,7,5,0,4,4.3,89.7,99.3,Low Risk
1,5,2,0,1,3.1,69.8,64.1,High Risk
3,3,4,0,1,2.1,79.3,69.5,Medium Risk
2,5,3,0,1,2.2,41.5,64.4,Medium Risk
1,0,1,1,2,3.1,69.4,34.0,High Risk
2,1,3,0,0,3.3,53.4,47.8,High Risk
2,1,2,0,0,1.8,74.0,46.9,High Risk
2,7,2,0,1,1.9,41.3,77.6,Low Risk
2,3,4,0,2,1.3,72.0,53.6,High Risk
1,2,2,0,3,2.1,86.8,55.6,High Risk
3,0,1,0,1,3.6,93.1,80.6,Medium Risk
2,6,2,0,1,1.6,75.0,75.8,Low Risk
3,2,1,0,2,1.4,72.3,79.2,Medium Risk
2,2,6,0,2,4.6,77.5,59.2,High Risk
2,3,2,0,2,3.9,73.1,79.4,Medium Risk
2,2,3,0,2,2.0,83.7,59.6,High Risk
1,7,6,0,2,4.2,76.7,66.7,High Risk
2,4,4,0,2,1.8,78.4,62.6,Medium Risk
3,0,2,0,2,1.8,43.0,62.2,High Risk
1,3,0,1,1,1.5,85.4,41.8,High Risk
2,1,1,1,2,2.8,66.4,51.8,High Risk
1,1,2,0,3,3.4,64.9,55.1,High Risk
3,0,4,0,1,1.1,68.8,46.9,High Risk
2,2,3,0,3,2.8,58.0,65.5,High Risk
2,4,0,0,1,3.2,67.6,84.3,Low Risk
2,2,4,0,3,4.4,63.9,71.0,Medium Risk
3,7,0,0,3,1.9,63.8,100.0,Low Risk
3,0,2,0,3,2.8,55.7,75.2,Medium Risk
0,4,1,0,0,3.7,79.1,49.1,High Risk
1,4,3,0,1,1.6,56.4,43.1,High Risk
1,0,4,0,1,3.6,92.3,35.4,High Risk
2,0,2,0,0,4.2,87.2,58.3,High Risk
2,4,6,0,3,3.8,76.7,69.3,High Risk
1,0,0,0,1,3.2,61.4,48.4,High Risk
3,2,3,0,2,4.5,60.3,86.0,Medium Risk
2,3,0,0,2,2.4,45.5,76.2,Medium Risk
2,4,1,1,1,1.9,54.7,54.6,High Risk
2,0,3,1,2,3.1,56.7,37.1,High Risk
3,1,3,0,2,2.5,83.5,72.5,Medium Risk
2,2,1,0,4,1.7,52.0,73.0,Medium Risk
3,4,0,0,2,2.0,51.4,94.7,Low Risk
2,3,2,1,0,1.9,53.0,39.3,High Risk
2,3,1,0,1,2.7,74.8,72.4,Medium Risk
3,5,3,0,0,2.1,62.0,76.9,Medium Risk
1,4,3,1,1,1.0,88.0,29.2,High Risk
3,6,2,0,1,5.0,87.2,100.0,Low Risk
2,7,2,0,1,4.4,53.0,94.4,Low Risk
2,3,3,0,0,4.4,47.6,63.5,High Risk
1,2,1,0,2,2.2,46.2,50.1,High Risk
2,4,1,0,2,4.0,83.8,91.6,Low Risk
1,4,2,0,1,3.7,77.7,63.9,High Risk
2,2,3,1,0,1.2,40.1,23.2,High Risk
2,6,4,0,3,2.7,94.2,85.3,Medium Risk
1,0,1,1,1,2.2,48.7,20.5,High Risk
2,7,2,0,2,4.6,48.2,99.8,Low Risk
1,2,0,0,1,2.0,52.8,49.9,High Risk
2,1,1,0,1,2.4,57.0,57.9,High Risk
1,3,6,1,3,2.4,77.4,26.0,High Risk
2,1,2,0,2,2.9,94.9,66.6,High Risk
1,2,5,0,1,1.6,87.3,27.7,High Risk
0,3,3,0,2,1.6,48.3,26.8,High Risk
3,4,1,1,1,3.9,53.7,81.5,Medium Risk
3,7,1,1,4,4.7,74.0,100.0,Low Risk
1,1,2,0,0,2.8,53.4,34.8,High Risk
3,3,5,0,0,2.6,56.4,59.1,High Risk
2,5,3,0,2,2.1,72.1,73.4,Medium Risk
2,2,2,0,0,2.5,41.4,51.2,High Risk
3,3,7,1,2,1.6,73.0,40.5,High Risk
3,2,2,0,2,1.2,80.7,74.3,Medium Risk
0,2,2,0,0,3.7,56.6,30.7,High Risk
1,3,3,1,4,3.4,47.1,47.5,High Risk
3,4,6,0,2,1.8,54.7,64.0,High Risk
3,4,2,0,1,2.3,71.6,84.5,Low Risk
2,5,3,0,1,2.1,55.5,65.9,Medium Risk
2,3,3,0,2,1.8,90.9,64.4,Medium Risk
3,1,4,0,0,2.4,40.7,50.5,High Risk
2,3,2,0,2,4.6,80.5,84.7,Medium Risk
1,5,1,1,2,1.4,90.3,51.9,High Risk
1,5,2,0,2,1.7,60.3,59.2,Medium Risk
1,4,2,0,2,4.4,81.2,73.6,Medium Risk
2,2,1,0,4,4.9,50.2,91.9,Medium Risk
2,6,2,1,2,2.3,46.6,65.8,Medium Risk
2,6,3,0,4,3.6,70.6,97.2,Low Risk
3,0,7,0,1,1.7,52.6,33.1,High Risk
2,3,3,0,2,1.5,51.1,56.7,High Risk
1,3,4,0,3,5.0,89.3,68.4,High Risk
1,7,0,0,1,1.1,43.2,68.1,Medium Risk
2,2,2,0,1,4.2,55.6,68.5,High Risk
3,0,4,0,1,5.0,56.3,68.4,High Risk
2,4,2,0,0,4.7,42.2,74.5,Medium Risk
2,1,2,0,1,1.1,46.7,43.6,High Risk
0,1,0,1,1,4.1,40.4,25.7,High Risk
0,1,3,0,2,4.5,43.5,33.5,High Risk
2,3,1,1,1,2.0,80.0,54.0,High Risk
2,4,1,0,0,3.7,78.1,78.9,Medium Risk
3,2,1,0,2,3.3,88.1,93.0,Low Risk
1,2,3,0,2,2.2,47.4,40.3,High Risk
2,3,3,0,3,2.3,75.9,70.2,Medium Risk
3,2,1,0,2,3.1,74.0,89.7,Low Risk
2,0,1,0,1,3.3,41.3,56.0,High Risk
1,2,2,0,1,3.1,48.9,45.9,High Risk
1,1,3,0,3,2.2,73.4,44.2,High Risk
3,4,2,0,2,4.0,82.0,100.0,Low Risk
3,1,1,0,1,2.0,70.5,72.6,Medium Risk
2,2,0,0,2,1.1,75.5,67.9,Medium Risk
2,7,3,0,1,1.6,41.4,70.8,Medium Risk
0,2,0,0,3,3.9,86.7,61.4,High Risk
1,0,0,0,0,4.7,40.9,49.3,High Risk
2,2,5,0,1,4.9,53.8,57.5,High Risk
2,2,1,0,1,3.4,66.6,70.4,Medium Risk
1,1,2,0,3,4.8,86.3,66.7,High Risk
2,2,7,0,2,4.5,44.8,48.7,High Risk
2,4,1,0,2,2.7,46.5,78.2,Low Risk
1,0,3,0,0,4.1,64.6,34.3,High Risk
2,5,2,0,0,4.2,73.2,81.2,Medium Risk
3,3,0,0,2,4.0,42.4,100.0,Low Risk
